"loan_id","id","state_code","application_type","emp_length","emp_title","grade","home_ownership","issue_date","last_credit_pull_date","last_payment_date","loan_status","next_payment_date","member_id","purpose","sub_grade","term","verification_status","annual_income","dti","installment","int_rate","loan_amount","total_acc","total_payment"
2153,614649,"AZ","INDIVIDUAL","3 years","NetScope Inc","A","MORTGAGE","10-11-2021","11-01-2021","11-01-2021","Fully Paid","11-02-2021",788162,"credit card","A5"," 36 months","Not Verified",45000,0.0757,175.77,0.0691,5700,23,5733
2154,478345,"TX","INDIVIDUAL","3 years","dell perot systems","A","MORTGAGE","10-02-2021","13-03-2021","13-03-2021","Fully Paid","13-04-2021",607293,"credit card","A5"," 36 months","Not Verified",56566,0.2149,100.1,0.0788,3200,32,3604
2155,594100,"CA","INDIVIDUAL","3 years","fountain valley school district","A","MORTGAGE","10-11-2021","13-11-2021","13-11-2021","Fully Paid","13-12-2021",762922,"credit card","A5"," 36 months","Not Verified",30000,0.1352,154.18,0.0691,5000,16,5551
2156,525846,"CO","INDIVIDUAL","3 years","Level (3) Communications","A","MORTGAGE","10-06-2021","15-04-2021","13-06-2021","Fully Paid","13-07-2021",680339,"credit card","A5"," 36 months","Not Verified",95000,0.215,455.93,0.0788,18000,37,16414
2157,864982,"FL","INDIVIDUAL","4 years","Memorial Hospital","A","MORTGAGE","11-09-2021","13-06-2021","13-06-2021","Fully Paid","13-07-2021",1078224,"credit card","A2"," 36 months","Not Verified",108000,0.1129,304.18,0.0599,10000,17,10542
2158,578082,"MA","INDIVIDUAL","4 years","NEPC, LLC","A","MORTGAGE","10-09-2021","11-05-2021","11-04-2021","Fully Paid","11-05-2021",743289,"credit card","A3"," 36 months","Not Verified",50000,0.1234,123.77,0.0714,4000,32,4146
2159,825819,"GA","INDIVIDUAL","4 years","Turner Broadcasting","A","MORTGAGE","11-07-2021","12-07-2021","12-07-2021","Fully Paid","12-08-2021",1034645,"credit card","A3"," 36 months","Not Verified",97000,0.1059,154.37,0.0699,5000,38,5280
2160,471032,"PA","INDIVIDUAL","4 years","Spring Psychological Assoc","A","MORTGAGE","09-12-2021","12-02-2021","12-02-2021","Fully Paid","12-03-2021",594659,"credit card","A4"," 36 months","Not Verified",40000,0.0933,379.33,0.0859,12000,14,13426
2161,603566,"TX","INDIVIDUAL","4 years","Sanden","A","MORTGAGE","10-10-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",774437,"credit card","A4"," 36 months","Not Verified",58000,0.127,338.88,0.0654,11050,23,11934
2162,461452,"MD","INDIVIDUAL","4 years","Computer Sciences Corporation","A","MORTGAGE","09-11-2021","13-03-2021","11-07-2021","Fully Paid","11-08-2021",576719,"credit card","A5"," 36 months","Not Verified",84600,0,190.63,0.0894,6000,26,6655
2163,833816,"CA","INDIVIDUAL","5 years","Arden Realty, Inc","A","MORTGAGE","11-08-2021","16-03-2021","11-10-2021","Fully Paid","11-11-2021",1043518,"credit card","A2"," 36 months","Not Verified",40200,0.02,57.8,0.0599,1900,34,1919
2164,619362,"CO","INDIVIDUAL","5 years","UNIT4 CODA","A","MORTGAGE","10-11-2021","16-01-2021","13-12-2021","Fully Paid","13-01-2022",793853,"credit card","A3"," 36 months","Not Verified",58000.08,0.0538,96.08,0.0617,3150,12,3459
2165,443638,"NJ","INDIVIDUAL","5 years","ChoiceShirts","A","MORTGAGE","09-09-2021","16-05-2021","12-10-2021","Fully Paid","12-11-2021",540004,"credit card","A4"," 36 months","Not Verified",39000,0.0834,177.02,0.0859,5600,14,6373
2166,731544,"FL","INDIVIDUAL","5 years","Siemens","A","MORTGAGE","11-04-2021","13-08-2021","13-09-2021","Fully Paid","13-10-2021",927619,"credit card","A5"," 36 months","Not Verified",47000,0.1999,467.7,0.0766,15000,13,16732
2167,842421,"IL","INDIVIDUAL","5 years","GE Capital","A","MORTGAGE","11-08-2021","16-05-2021","13-07-2021","Fully Paid","13-08-2021",1053095,"credit card","A5"," 36 months","Not Verified",65000,0.1224,315.63,0.0849,10000,46,11167
2168,626658,"AZ","INDIVIDUAL","5 years","Pinnacle West","A","MORTGAGE","10-12-2021","15-01-2021","12-02-2021","Fully Paid","12-03-2021",803024,"credit card","A5"," 36 months","Not Verified",60000,0.1654,61.68,0.0691,2000,37,2127
2169,1009569,"AL","INDIVIDUAL","6 years","Mt. Zion Baptist Church","A","MORTGAGE","11-11-2021","14-11-2021","14-11-2021","Fully Paid","14-12-2021",1236321,"credit card","A1"," 36 months","Not Verified",43000,0.1845,456.54,0.0603,15000,39,16435
2170,703159,"TX","INDIVIDUAL","6 years","American Laser Centers","A","MORTGAGE","11-03-2021","14-03-2021","14-04-2021","Fully Paid","14-05-2021",895086,"credit card","A1"," 36 months","Not Verified",30000,0.2184,60.32,0.0542,2000,46,2172
2171,883720,"CA","INDIVIDUAL","6 years","LSL CPA's","A","MORTGAGE","11-10-2021","14-10-2021","14-10-2021","Fully Paid","14-11-2021",1099000,"credit card","A2"," 36 months","Not Verified",90000,0.1476,368.45,0.0662,12000,25,13264
2172,697233,"KS","INDIVIDUAL","6 years","Ransom Memorial Hospital","A","MORTGAGE","11-03-2021","11-08-2021","11-08-2021","Fully Paid","11-09-2021",888486,"credit card","A3"," 36 months","Not Verified",32400,0.2919,111.8,0.0692,3625,40,3706
2173,737771,"IL","INDIVIDUAL","6 years","Brorsen Appraisal Service, P.C.","A","MORTGAGE","11-04-2021","16-05-2021","14-05-2021","Fully Paid","14-06-2021",935014,"credit card","A4"," 36 months","Not Verified",48000,0.1343,192.27,0.0729,6200,19,6921
2174,527233,"TX","INDIVIDUAL","6 years","Midlothian ISD","A","MORTGAGE","10-06-2021","15-08-2021","12-01-2021","Fully Paid","12-02-2021",681999,"credit card","A4"," 36 months","Not Verified",140000,0.1095,404.45,0.0751,13000,37,14120
2175,485943,"WI","INDIVIDUAL","6 years","Gustave A Larson Company","A","MORTGAGE","10-02-2021","12-10-2021","12-10-2021","Fully Paid","12-11-2021",619173,"credit card","A5"," 36 months","Not Verified",43000,0.1387,375.37,0.0788,12000,32,13445
2176,1008548,"CO","INDIVIDUAL","7 years","FIRST RF Corp.","A","MORTGAGE","11-11-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1235264,"credit card","A2"," 36 months","Not Verified",98280,0.0619,288.62,0.0662,9400,19,10390
2177,773833,"PA","INDIVIDUAL","7 years","Lehigh Magnetic Imaging Center","A","MORTGAGE","11-06-2021","16-05-2021","14-06-2021","Fully Paid","14-07-2021",975917,"credit card","A4"," 36 months","Not Verified",69000,0.1544,298.58,0.0749,9600,42,10749
2178,867207,"NJ","INDIVIDUAL","7 years","Guy Carpenter & Company, LLC","A","MORTGAGE","11-09-2021","16-05-2021","13-03-2021","Fully Paid","13-04-2021",1080812,"credit card","A5"," 36 months","Not Verified",100000,0.0961,189.38,0.0849,6000,23,6599
2179,488289,"TX","INDIVIDUAL","7 years","NASA","A","MORTGAGE","10-03-2021","13-03-2021","13-03-2021","Fully Paid","13-04-2021",622647,"credit card","A5"," 36 months","Not Verified",98000,0.1669,437.93,0.0788,14000,26,15767
2180,512562,"KY","INDIVIDUAL","9 years","Dept. of Public Health - KY","A","MORTGAGE","10-05-2021","12-10-2021","12-05-2021","Fully Paid","12-06-2021",662231,"credit card","A2"," 36 months","Not Verified",38400,0.0438,76.93,0.0676,2500,24,2725
2181,391358,"IL","INDIVIDUAL","9 years","Barnes Jewish Hospital","A","MORTGAGE","10-04-2021","16-02-2021","13-05-2021","Fully Paid","13-06-2021",427297,"credit card","A4"," 36 months","Not Verified",45000,0.1395,248.88,0.0751,8000,17,8960
2182,487897,"MO","INDIVIDUAL","< 1 year","Terracon","A","MORTGAGE","10-02-2021","12-08-2021","12-08-2021","Fully Paid","12-09-2021",602284,"credit card","A3"," 36 months","Not Verified",47000,0.1986,170.17,0.0714,5500,27,6098
2183,476952,"NY","INDIVIDUAL","< 1 year","","A","MORTGAGE","10-01-2021","13-08-2021","13-02-2021","Fully Paid","13-03-2021",604399,"credit card","A4"," 36 months","Not Verified",65000,0.0709,324.01,0.0859,10250,11,11665
2184,638614,"CA","INDIVIDUAL","< 1 year","Lender Processing Services","A","MORTGAGE","10-12-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",785625,"credit card","A4"," 36 months","Not Verified",85000,0.1175,392.55,0.0654,12800,22,14131
2185,453462,"FL","INDIVIDUAL","< 1 year","","A","MORTGAGE","09-11-2021","10-04-2021","10-04-2021","Fully Paid","10-05-2021",560614,"credit card","A5"," 36 months","Not Verified",74000,0.1328,57.19,0.0894,1800,27,1852
2186,369078,"GA","INDIVIDUAL","< 1 year","Fujitsu Consulting","A","MORTGAGE","08-12-2021","15-11-2021","10-08-2021","Fully Paid","10-09-2021",384383,"credit card","A5"," 36 months","Not Verified",150000,0.0614,192.57,0.0963,6000,23,6635
2187,586470,"OR","INDIVIDUAL","10+ years","","A","MORTGAGE","10-09-2021","16-05-2021","13-10-2021","Fully Paid","13-11-2021",753428,"credit card","A3"," 36 months","Not Verified",70000,0.0557,278.48,0.0714,9000,17,10026
2188,562719,"CT","INDIVIDUAL","4 years","Yale University","A","MORTGAGE","10-08-2021","16-04-2021","12-03-2021","Fully Paid","12-04-2021",724066,"credit card","A5"," 36 months","Not Verified",96000,0.0488,250.25,0.0788,8000,20,8740
2189,843771,"NY","INDIVIDUAL","1 year","Ultralife Corporation","A","MORTGAGE","11-08-2021","15-07-2021","13-04-2021","Fully Paid","13-05-2021",1054598,"credit card","A2"," 36 months","Not Verified",67000,0.0838,127.76,0.0599,4200,19,4516
2190,630481,"PA","INDIVIDUAL","1 year","United States Government - CDC/NIOSH","A","MORTGAGE","10-12-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",807738,"credit card","A2"," 36 months","Not Verified",61000,0.1222,242.62,0.0579,8000,39,8734
2191,358547,"CO","INDIVIDUAL","1 year","Lockheed Martin","A","MORTGAGE","08-10-2021","16-05-2021","10-07-2021","Fully Paid","10-08-2021",365188,"credit card","A5"," 36 months","Not Verified",98406,0.1936,172.68,0.0938,5400,26,5997
2192,523253,"CT","INDIVIDUAL","10+ years","Cytec industries Inc","A","MORTGAGE","10-06-2021","11-05-2021","11-04-2021","Fully Paid","11-05-2021",676964,"credit card","A1"," 36 months","Not Verified",146000,0.0421,116.28,0.0639,3800,31,3979
2193,441621,"MO","INDIVIDUAL","10+ years","St. Francis Medical Center","A","MORTGAGE","10-05-2021","16-05-2021","13-06-2021","Fully Paid","13-07-2021",535873,"credit card","A4"," 36 months","Not Verified",65000,0.1959,498.56,0.0751,18000,34,17948
2194,456534,"FL","INDIVIDUAL","10+ years","Williams, Smith & Summers","A","MORTGAGE","09-11-2021","16-04-2021","12-11-2021","Fully Paid","12-12-2021",567013,"credit card","A5"," 36 months","Not Verified",54000,0.2344,222.41,0.0894,7000,20,8004
2195,456281,"PA","INDIVIDUAL","10+ years","URS Corporation","A","MORTGAGE","09-11-2021","16-05-2021","12-02-2021","Fully Paid","12-03-2021",566476,"credit card","A5"," 36 months","Not Verified",114400,0.1187,254.18,0.0894,8000,24,9019
2196,372144,"SC","INDIVIDUAL","10+ years","SC Law Enforcement Division","A","MORTGAGE","09-01-2021","16-05-2021","11-12-2021","Fully Paid","11-01-2022",390712,"credit card","A5"," 36 months","Not Verified",60000,0.1124,320.95,0.0963,10000,28,11551
2197,448164,"IL","INDIVIDUAL","10+ years","at&t","A","MORTGAGE","09-10-2021","11-04-2021","11-04-2021","Fully Paid","11-05-2021",549545,"credit card","A5"," 36 months","Not Verified",60000,0.1616,476.58,0.0894,15000,47,16508
2198,972681,"OH","INDIVIDUAL","2 years","Det Norske Veritas (USA), Inc.","A","MORTGAGE","11-10-2021","16-05-2021","13-04-2021","Fully Paid","13-05-2021",1194646,"credit card","A4"," 36 months","Not Verified",61000,0.1505,125.17,0.079,4000,18,4372
2199,495685,"VA","INDIVIDUAL","2 years","U.S. Department of Agriculture","A","MORTGAGE","10-03-2021","13-03-2021","13-04-2021","Fully Paid","13-05-2021",634961,"credit card","A5"," 36 months","Not Verified",79000,0.1818,100.1,0.0788,3200,31,3604
2200,717270,"CO","INDIVIDUAL","3 years","Hansen Construction","A","MORTGAGE","11-04-2021","15-08-2021","14-01-2021","Fully Paid","14-02-2021",911337,"credit card","A4"," 36 months","Not Verified",86000,0.0253,248.08,0.0729,8000,21,8916
2201,714433,"CA","INDIVIDUAL","4 years","Heiting & Irwin","A","MORTGAGE","11-04-2021","14-02-2021","14-01-2021","Fully Paid","14-02-2021",907844,"credit card","A3"," 36 months","Not Verified",84000,0.1661,215.89,0.0692,7000,16,7765
2202,533683,"IL","INDIVIDUAL","4 years","Chicago Public Schools","A","MORTGAGE","10-07-2021","16-05-2021","11-03-2021","Fully Paid","11-04-2021",689822,"credit card","A5"," 36 months","Not Verified",65000,0.137,350.35,0.0788,11200,63,11584
2203,475820,"OH","INDIVIDUAL","7 years","Fifth Third Bank","A","MORTGAGE","10-01-2021","16-05-2021","12-08-2021","Fully Paid","12-09-2021",602537,"credit card","A4"," 36 months","Not Verified",85000,0.0803,369.84,0.0859,11700,33,13276
2204,878586,"FL","INDIVIDUAL","8 years","Bethesda Womans Health Center","A","MORTGAGE","11-09-2021","16-05-2021","14-10-2021","Fully Paid","14-11-2021",1093341,"credit card","A2"," 36 months","Not Verified",30000,0.2795,134.33,0.0662,4375,36,4836
2205,348644,"CA","INDIVIDUAL","< 1 year","","A","MORTGAGE","08-06-2021","11-06-2021","09-06-2021","Fully Paid","09-07-2021",349903,"credit card","A2"," 36 months","Not Verified",200000,0.0249,93.57,0.0768,3000,26,3198
2206,454473,"AZ","INDIVIDUAL","< 1 year","City of Mesa","A","MORTGAGE","09-11-2021","15-07-2021","12-07-2021","Fully Paid","12-08-2021",562832,"credit card","A2"," 36 months","Not Verified",40224,0.0889,217.42,0.074,7000,36,7801
2207,390124,"WI","INDIVIDUAL","< 1 year","Plexus","A","MORTGAGE","09-04-2021","09-05-2021","09-05-2021","Fully Paid","09-06-2021",424882,"credit card","A4"," 36 months","Not Verified",67000,0.1945,191.69,0.0932,6000,32,6047
2208,484054,"VA","INDIVIDUAL","1 year","Hotelicopter.com","A","MORTGAGE","10-02-2021","15-08-2021","12-08-2021","Fully Paid","12-09-2021",616130,"credit card","A4"," 36 months","Not Verified",65000,0.2005,264.43,0.0751,8500,30,9450
2209,1037260,"WI","INDIVIDUAL","10+ years","FG Products Inc","A","MORTGAGE","11-11-2021","16-05-2021","14-05-2021","Fully Paid","14-06-2021",1267154,"credit card","A1"," 36 months","Not Verified",73000,0.0534,395.67,0.0603,13000,23,14189
2210,668144,"VA","INDIVIDUAL","10+ years","Chesterfield County Public Schools","A","MORTGAGE","11-02-2021","16-01-2021","13-11-2021","Fully Paid","13-12-2021",854230,"credit card","A2"," 36 months","Not Verified",71000,0.0482,257.78,0.0579,8500,37,9273
2211,799106,"GA","INDIVIDUAL","10+ years","ga dot","A","MORTGAGE","11-08-2021","16-05-2021","14-08-2021","Fully Paid","14-09-2021",1004268,"credit card","A5"," 36 months","Not Verified",33000,0.0822,157.82,0.0849,5000,44,5680
2212,375368,"WI","INDIVIDUAL","10+ years","Wisconsin Dept. of Corrections","A","MORTGAGE","09-01-2021","14-03-2021","11-10-2021","Fully Paid","11-11-2021",397222,"credit card","A5"," 36 months","Not Verified",45000,0.0816,417.23,0.0963,13000,27,14987
2213,460218,"CA","INDIVIDUAL","2 years","Southern California Edison","A","MORTGAGE","09-11-2021","15-07-2021","12-08-2021","Fully Paid","12-09-2021",574193,"credit card","A5"," 36 months","Not Verified",42000,0.1823,190.63,0.0894,6000,29,6865
2214,620176,"PA","INDIVIDUAL","3 years","H.I.S. Intl.","A","MORTGAGE","10-11-2021","15-12-2021","13-04-2021","Fully Paid","13-05-2021",794890,"credit card","A3"," 36 months","Not Verified",80000,0.0814,305,0.0617,10000,25,10924
2215,399319,"UT","INDIVIDUAL","3 years","IBM","A","MORTGAGE","09-05-2021","12-05-2021","12-05-2021","Fully Paid","12-06-2021",441923,"credit card","A3"," 36 months","Not Verified",40000,0.1026,101.85,0.08,3250,25,3666
2216,711596,"FL","INDIVIDUAL","3 years","florida hospital","A","MORTGAGE","11-03-2021","15-11-2021","12-06-2021","Fully Paid","12-07-2021",904569,"credit card","A5"," 36 months","Not Verified",60000,0.155,124.72,0.0766,4000,33,4194
2217,431119,"NY","INDIVIDUAL","4 years","Monitcello Central School District","A","MORTGAGE","09-08-2021","14-07-2021","11-12-2021","Fully Paid","11-01-2022",508940,"credit card","A4"," 36 months","Not Verified",49000,0.1964,223.63,0.0932,7000,29,7901
2218,816698,"FL","INDIVIDUAL","5 years","henry arnold ford co inc","A","MORTGAGE","11-07-2021","16-05-2021","11-11-2021","Fully Paid","11-12-2021",1024465,"credit card","A5"," 36 months","Not Verified",25000,0.2515,235.94,0.0849,7475,27,7630
2219,665789,"UT","INDIVIDUAL","6 years","Adobe","A","MORTGAGE","11-02-2021","13-07-2021","13-07-2021","Fully Paid","13-08-2021",851235,"credit card","A5"," 36 months","Not Verified",120000,0.1232,299.33,0.0766,9600,32,10709
2220,872924,"LA","INDIVIDUAL","7 years","Great American Insurance Co","A","MORTGAGE","11-09-2021","16-05-2021","14-09-2021","Fully Paid","14-10-2021",1087151,"credit card","A1"," 36 months","Not Verified",70000,0.1353,392.08,0.0542,13000,39,14115
2221,863065,"AZ","INDIVIDUAL","7 years","PING Golf","A","MORTGAGE","11-08-2021","16-01-2021","13-07-2021","Fully Paid","13-08-2021",1076128,"credit card","A4"," 36 months","Not Verified",48800,0.2604,279.92,0.0749,9000,30,9900
2222,535075,"TX","INDIVIDUAL","< 1 year","Bertling","A","MORTGAGE","10-06-2021","16-05-2021","13-07-2021","Fully Paid","13-08-2021",691452,"credit card","A3"," 36 months","Not Verified",36000,0.0507,278.48,0.0714,9000,13,10026
2223,443197,"TX","INDIVIDUAL","< 1 year","MUSTANG ENGINEERING","A","MORTGAGE","09-09-2021","16-05-2021","12-03-2021","Fully Paid","12-04-2021",520962,"credit card","A5"," 36 months","Not Verified",135000,0.1379,349.49,0.0894,11000,34,12450
2224,618247,"IL","INDIVIDUAL","2 years","Galesburg Cottage Hospital","A","MORTGAGE","10-11-2021","16-01-2021","13-12-2021","Fully Paid","13-01-2022",792551,"credit card","A2"," 36 months","Not Verified",60000,0.0814,181.21,0.0579,9250,13,6523
2225,373547,"IL","INDIVIDUAL","4 years","MRK Express Inc","A","MORTGAGE","09-01-2021","10-08-2021","09-12-2021","Fully Paid","09-01-2022",393679,"credit card","A5"," 36 months","Not Verified",76800,0,320.95,0.0963,10000,21,10714
2226,871592,"CA","INDIVIDUAL","6 years","The Doctors Company","A","MORTGAGE","11-09-2021","12-02-2021","12-02-2021","Fully Paid","12-03-2021",1085720,"credit card","A2"," 36 months","Not Verified",105000,0.0291,304.18,0.0599,10000,20,10238
2227,977674,"KS","INDIVIDUAL","7 years","Wachter Electric","A","MORTGAGE","11-10-2021","16-05-2021","13-05-2021","Fully Paid","13-06-2021",1200475,"credit card","A2"," 36 months","Not Verified",55000,0.1702,245.63,0.0662,8000,29,8626
2228,460894,"AK","INDIVIDUAL","7 years","MEDDAC -AK","A","MORTGAGE","09-11-2021","16-05-2021","12-12-2021","Fully Paid","12-01-2022",575669,"credit card","A5"," 36 months","Not Verified",50400,0.2238,349.49,0.0894,11000,14,12581
2229,515881,"IL","INDIVIDUAL","1 year","Deutsche Boerse","A","MORTGAGE","10-05-2021","13-03-2021","13-02-2021","Fully Paid","13-03-2021",526554,"credit card","A5"," 36 months","Not Verified",122000,0.0755,250.25,0.0788,8000,25,8988
2230,403400,"KS","INDIVIDUAL","10+ years","hawker beechcraft corporation","A","MORTGAGE","09-05-2021","15-09-2021","11-01-2021","Fully Paid","11-02-2021",448760,"credit card","A5"," 36 months","Not Verified",52000,0.12,96.29,0.0963,3000,11,3354
2231,347554,"KS","INDIVIDUAL","6 years","M6 Concrete Accessories","A","MORTGAGE","08-05-2021","16-05-2021","11-05-2021","Fully Paid","11-06-2021",348145,"credit card","A4"," 36 months","Not Verified",39000,0.1083,151.13,0.0832,7100,18,5440
2232,414483,"MI","INDIVIDUAL","1 year","DTE Energy Co.","B","MORTGAGE","09-06-2021","16-04-2021","11-09-2021","Fully Paid","11-10-2021",468737,"credit card","B1"," 36 months","Not Verified",62000,0.1413,212.64,0.1095,6500,13,7552
2233,360501,"CA","INDIVIDUAL","1 year","Michelle Kaufmann Designs","B","MORTGAGE","08-11-2021","13-02-2021","11-05-2021","Fully Paid","11-06-2021",368309,"credit card","B2"," 36 months","Not Verified",75000,0.2023,126.78,0.1051,3900,15,4541
2234,709881,"TX","INDIVIDUAL","1 year","Aker Solutions","B","MORTGAGE","11-03-2021","16-05-2021","14-04-2021","Fully Paid","14-05-2021",902559,"credit card","B3"," 36 months","Not Verified",95000,0.2452,486.62,0.1037,15000,26,17518
